City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,saint-paul,-21.0096,55.2707,78.89,94,47,1.01,RE,2023-04-01 22:45:40
301,mujiayingzi,42.1167,118.7833,48.97,58,90,6.82,CN,2023-04-01 22:45:40
302,amapa,1.0,-52.0,71.76,98,81,2.44,BR,2023-04-01 22:45:40
303,nouadhibou,20.931,-17.0347,82.38,32,0,21.85,MR,2023-04-01 22:45:40
304,constitucion,-35.3333,-72.4167,61.57,76,67,14.2,CL,2023-04-01 22:45:40
305,colan,7.5873,-80.2296,83.3,56,100,16.75,PA,2023-04-01 22:45:40
306,mumbwa,-14.9783,27.0619,62.08,98,100,4.52,ZM,2023-04-01 22:45:40
307,tommot,58.9564,126.2925,5.09,87,99,6.04,RU,2023-04-01 22:45:40
308,tura,25.5198,90.2201,61.02,94,73,2.48,IN,2023-04-01 22:45:40
309,bahar,34.9072,48.4414,28.56,69,0,6.91,IR,2023-04-01 22:45:40
310,along,28.1667,94.7667,60.42,97,95,0.87,IN,2023-04-01 22:45:40
311,popondetta,-8.7537,148.2534,76.3,90,100,0.47,PG,2023-04-01 22:45:41
312,moron,-34.6534,-58.6198,66.09,74,12,5.99,AR,2023-04-01 22:45:41
313,tungor,53.3808,142.9564,35.62,84,26,10.4,RU,2023-04-01 22:45:41
314,san cristobal,7.7669,-72.225,66.38,97,100,2.64,VE,2023-04-01 22:44:07
315,cairns,-16.9167,145.7667,84.11,79,73,2.3,AU,2023-04-01 22:45:41
316,vila,42.0304,-8.1588,40.08,79,5,4.54,PT,2023-04-01 22:45:41
317,muzhi,65.3667,64.6667,35.24,87,100,19.37,RU,2023-04-01 22:45:41
318,kamina,-8.7386,24.9906,60.94,96,61,0.09,CD,2023-04-01 22:45:41
319,bugene,-1.5911,31.1403,54.01,96,46,2.15,TZ,2023-04-01 22:45:41
320,medford,42.3265,-122.8756,53.01,60,100,6.91,US,2023-04-01 22:45:41
321,honiara,-9.4333,159.95,83.64,74,98,1.41,SB,2023-04-01 22:45:41
322,port blair,11.6667,92.75,77.76,77,12,4.32,IN,2023-04-01 22:45:41
323,liku,-0.7275,119.8922,75.65,92,100,1.41,ID,2023-04-01 22:45:41
324,garissa,-0.4536,39.6401,81.45,70,31,15.97,KE,2023-04-01 22:45:42
325,george,-33.963,22.4617,54.95,100,100,2.3,ZA,2023-04-01 22:45:42
326,pemangkat,1.1667,108.9667,77.32,84,87,3.91,ID,2023-04-01 22:45:42
327,klaksvik,62.2266,-6.589,43.72,86,99,12.33,FO,2023-04-01 22:45:42
328,chuy,-33.6971,-53.4616,60.31,73,13,6.42,UY,2023-04-01 22:45:42
329,abnub,27.2696,31.1511,61.02,36,0,7.16,EG,2023-04-01 22:45:42
330,eston,51.1501,-108.7514,35.92,100,92,4.38,CA,2023-04-01 22:45:15
331,valentin gomez farias,28.2167,-106.5833,77.65,10,99,20.04,MX,2023-04-01 22:45:42
332,burnie,-41.0667,145.9167,57.94,76,99,8.16,AU,2023-04-01 22:45:42
333,cabo san lucas,22.8909,-109.9124,86.31,37,75,10.36,MX,2023-04-01 22:41:04
334,moyo,3.6609,31.7247,64.94,91,40,3.15,UG,2023-04-01 22:45:42
335,norman,35.2226,-97.4395,68.68,28,0,6.91,US,2023-04-01 22:45:42
336,sarana,56.4773,57.7259,38.91,93,100,2.51,RU,2023-04-01 22:45:42
337,policoro,40.2115,16.6726,60.42,53,70,7.0,IT,2023-04-01 22:45:42
338,nabire,-3.3667,135.4833,78.69,86,100,1.83,ID,2023-04-01 22:45:42
339,luau,-10.7073,22.2247,64.06,98,96,2.42,AO,2023-04-01 22:45:42
340,rayadrug,14.7,76.8667,74.43,59,66,8.99,IN,2023-04-01 22:45:42
341,petatlan,17.5167,-101.2667,89.4,33,51,5.88,MX,2023-04-01 22:45:42
342,marrakesh,31.6315,-8.0083,69.87,49,0,10.36,MA,2023-04-01 22:41:44
343,lompoc,34.6391,-120.4579,69.69,66,0,24.0,US,2023-04-01 22:43:23
344,bintulu,3.1667,113.0333,75.61,94,20,4.61,MY,2023-04-01 22:45:43
345,faya,18.3851,42.4509,59.11,85,73,6.33,SA,2023-04-01 22:45:43
346,ust-tsilma,65.441,52.1498,13.46,98,90,3.56,RU,2023-04-01 22:45:43
347,san vicente,-26.6167,-54.1333,59.22,47,0,3.33,AR,2023-04-01 22:45:43
348,watertown,42.3709,-71.1828,63.55,81,20,17.27,US,2023-04-01 22:42:22
349,salisbury,51.0693,-1.7957,48.65,78,100,9.22,GB,2023-04-01 22:44:54
350,baraut,29.1,77.2667,61.7,86,1,3.38,IN,2023-04-01 22:45:43
351,sundsvall,62.3913,17.3063,26.56,59,7,11.5,SE,2023-04-01 22:45:43
352,gunjur,13.2019,-16.7339,77.07,83,20,6.91,GM,2023-04-01 22:45:43
353,biak,-0.9131,122.8766,77.43,75,100,0.89,ID,2023-04-01 22:45:43
354,sitka,57.0531,-135.33,39.09,81,75,10.36,US,2023-04-01 22:45:43
355,youkounkoun,12.5333,-13.1333,86.67,15,0,1.25,GN,2023-04-01 22:45:43
356,patrocinio,-18.9439,-46.9925,68.29,84,99,2.71,BR,2023-04-01 22:45:43
357,chissamba,-12.1667,17.3333,63.23,95,100,1.97,AO,2023-04-01 22:45:43
358,bo phloi,14.3236,99.5161,75.79,77,36,4.47,TH,2023-04-01 22:45:43
359,walvis bay,-22.9575,14.5053,60.44,87,11,3.27,NA,2023-04-01 22:45:43
360,chatakonda,17.55,80.65,75.29,90,10,2.95,IN,2023-04-01 22:45:43
361,qaqortoq,60.7167,-46.0333,20.32,84,41,8.48,GL,2023-04-01 22:45:43
362,kieta,-6.2167,155.6333,83.79,70,86,3.47,PG,2023-04-01 22:45:44
363,cap malheureux,-19.9842,57.6142,76.46,78,4,1.99,MU,2023-04-01 22:45:44
364,srednekolymsk,67.45,153.6833,-7.46,92,100,9.62,RU,2023-04-01 22:45:44
365,tomohon,1.3346,124.8392,65.34,95,100,3.56,ID,2023-04-01 22:45:44
366,olafsvik,64.8945,-23.7142,37.09,93,85,25.19,IS,2023-04-01 22:45:44
367,nkhotakota,-12.9274,34.2961,70.07,92,100,6.04,MW,2023-04-01 22:45:44
368,palma,39.5694,2.6502,55.06,82,40,23.02,ES,2023-04-01 22:45:44
369,grindavik,63.8424,-22.4338,39.67,70,75,28.77,IS,2023-04-01 22:45:44
370,mattru,7.6244,-11.8332,78.69,83,58,2.98,SL,2023-04-01 22:45:44
371,tiete,-23.1019,-47.7147,73.69,75,47,7.0,BR,2023-04-01 22:45:44
372,lusambo,-4.9667,23.45,67.8,93,70,1.48,CD,2023-04-01 22:45:44
373,huimanguillo,17.85,-93.3833,89.42,56,18,4.43,MX,2023-04-01 22:45:44
374,jinchang,38.4953,102.1739,35.76,55,100,6.31,CN,2023-04-01 22:45:44
375,aloleng,16.1307,119.7824,79.75,77,99,6.42,PH,2023-04-01 22:45:44
376,shache,38.4167,77.2406,55.53,28,96,1.83,CN,2023-04-01 22:45:44
377,somanda,-3.3667,33.95,63.99,90,70,2.95,TZ,2023-04-01 22:45:44
378,tacna,-18.0056,-70.2483,75.4,61,0,9.22,PE,2023-04-01 22:43:17
379,mount isa,-20.7333,139.5,74.97,33,95,10.36,AU,2023-04-01 22:45:45
380,hope,33.6671,-93.5916,78.85,45,36,5.7,US,2023-04-01 22:45:45
381,santander jimenez,24.2167,-98.4667,86.67,51,98,14.92,MX,2023-04-01 22:45:45
382,okha,53.5739,142.9478,34.25,85,31,9.13,RU,2023-04-01 22:45:45
383,ulkan,57.243,107.3223,-4.16,100,40,2.33,RU,2023-04-01 22:45:45
384,grand gaube,-20.0064,57.6608,77.4,78,4,1.99,MU,2023-04-01 22:45:45
385,korem,12.5058,39.5228,57.09,70,100,2.82,ET,2023-04-01 22:45:45
386,bondo,3.8146,23.6866,70.72,75,61,2.62,CD,2023-04-01 22:45:45
387,novaya bryan,51.7159,108.2691,14.94,55,100,5.57,RU,2023-04-01 22:45:45
388,surt,31.2089,16.5887,71.19,27,2,12.75,LY,2023-04-01 22:45:45
389,vorobyevka,50.6451,40.9245,42.67,80,100,5.01,RU,2023-04-01 22:45:45
390,tilichiki,60.4667,166.1,24.33,93,68,1.21,RU,2023-04-01 22:45:45
391,porto de moz,-1.7483,-52.2383,73.96,95,99,3.33,BR,2023-04-01 22:45:45
392,swift current,50.2834,-107.8014,40.01,70,0,11.5,CA,2023-04-01 22:45:46
393,abu samrah,35.3029,37.1841,48.88,88,39,9.28,SY,2023-04-01 22:45:46
394,adrar,20.5022,-10.0711,78.22,7,0,10.02,MR,2023-04-01 22:45:46
395,avera,33.194,-82.5271,78.85,43,99,16.17,US,2023-04-01 22:45:46
396,koupela,12.1794,-0.3517,86.94,9,47,4.27,BF,2023-04-01 22:45:46
397,aksu,41.1231,80.2644,46.38,14,0,4.45,CN,2023-04-01 22:45:46
398,duki,30.1541,68.5728,61.21,62,0,3.98,PK,2023-04-01 22:45:46
399,mayo,38.8876,-76.5119,75.15,63,0,10.36,US,2023-04-01 22:45:46
400,grenfell,-33.9,148.1667,61.57,58,2,12.55,AU,2023-04-01 22:45:46
401,tanout,14.9709,8.8879,73.51,10,79,10.49,NE,2023-04-01 22:45:46
402,ancud,-41.8697,-73.8203,53.76,85,77,5.73,CL,2023-04-01 22:45:46
403,porbandar,21.6422,69.6093,75.09,75,21,7.74,IN,2023-04-01 22:45:46
404,del rio,29.3627,-100.8968,89.62,15,0,12.66,US,2023-04-01 22:41:10
405,dharchula,29.85,80.5333,52.41,74,84,4.43,IN,2023-04-01 22:45:46
406,lamu,-2.2717,40.902,82.62,79,14,12.28,KE,2023-04-01 22:45:46
407,boralday,43.3578,76.8594,26.46,46,0,11.18,KZ,2023-04-01 22:45:46
408,russell,32.3502,-85.1999,83.48,39,94,10.42,US,2023-04-01 22:45:47
409,pizarro,4.9533,-77.366,79.38,83,69,3.74,CO,2023-04-01 22:45:47
410,krasnoyarskiy,51.965,59.8967,32.16,73,18,9.33,RU,2023-04-01 22:45:47
411,quchan,37.106,58.5095,41.63,85,86,2.55,IR,2023-04-01 22:45:47
412,beringovskiy,63.05,179.3167,17.49,67,55,19.71,RU,2023-04-01 22:45:47
413,tautira,-17.7333,-149.15,82.69,74,11,13.38,PF,2023-04-01 22:45:47
414,lagunas,-5.2269,-75.6753,74.43,97,85,3.27,PE,2023-04-01 22:45:47
415,kenai,60.5544,-151.2583,37.49,44,0,16.11,US,2023-04-01 22:45:47
416,aykhal,66.0,111.5,7.34,86,100,26.71,RU,2023-04-01 22:45:47
417,carolina,18.3808,-65.9574,80.46,72,20,16.11,PR,2023-04-01 22:41:24
418,gympie,-26.1898,152.665,71.15,58,83,1.99,AU,2023-04-01 22:45:47
419,suntar,62.1444,117.6319,-5.6,97,35,4.52,RU,2023-04-01 22:45:47
420,nantucket,41.2835,-70.0995,51.94,94,100,19.57,US,2023-04-01 22:45:04
421,papetoai,-17.4961,-149.8729,89.19,75,13,12.3,PF,2023-04-01 22:45:47
422,kaka,37.3482,59.6143,51.19,72,100,12.46,TM,2023-04-01 22:45:47
423,cidreira,-30.1811,-50.2056,69.67,63,95,12.62,BR,2023-04-01 22:45:47
424,onega,63.9061,38.1404,8.35,99,84,1.19,RU,2023-04-01 22:45:48
425,sayyan,15.1718,44.3244,59.52,69,100,3.02,YE,2023-04-01 22:45:48
426,atar,20.5169,-13.0499,85.08,7,0,7.87,MR,2023-04-01 22:45:48
427,agaro,7.85,36.65,61.12,94,100,2.24,ET,2023-04-01 22:45:48
428,geraldton,-28.7667,114.6,61.21,94,100,0.0,AU,2023-04-01 22:45:48
429,corrente,-3.7367,-43.3394,72.27,99,100,3.65,BR,2023-04-01 22:45:48
430,abilene,32.4487,-99.7331,75.88,16,0,11.5,US,2023-04-01 22:41:02
431,vardo,70.3705,31.1107,26.58,86,100,29.93,NO,2023-04-01 22:41:57
432,qasigiannguit,68.8193,-51.1922,3.45,90,29,4.85,GL,2023-04-01 22:45:48
433,nioro,13.35,-15.75,79.97,52,91,9.95,GM,2023-04-01 22:45:48
434,presidencia roque saenz pena,-26.7852,-60.4388,78.78,46,56,10.2,AR,2023-04-01 22:45:48
435,kangaatsiaq,68.3065,-53.4641,-6.86,100,95,8.37,GL,2023-04-01 22:45:48
436,marsh harbour,26.5412,-77.0636,76.39,78,32,11.77,BS,2023-04-01 22:45:48
437,san quintin,30.4833,-115.95,59.81,72,0,19.19,MX,2023-04-01 22:45:48
438,maamba,-17.3667,27.15,68.05,77,72,1.99,ZM,2023-04-01 22:45:48
439,inta,66.0317,60.1659,31.91,98,100,13.53,RU,2023-04-01 22:45:48
440,orel-izumrud,43.4583,39.9244,41.02,70,0,7.0,RU,2023-04-01 22:45:48
441,bulnes,-36.7423,-72.2985,81.36,49,93,7.78,CL,2023-04-01 22:45:49
442,loudi,27.7344,111.9944,65.8,91,79,3.94,CN,2023-04-01 22:45:49
443,mitchell,43.7094,-98.0298,39.18,56,0,12.66,US,2023-04-01 22:45:38
444,liyang,29.7057,118.2862,58.28,83,0,1.97,CN,2023-04-01 22:45:49
445,sembe,1.6481,14.5806,73.94,80,57,2.93,CG,2023-04-01 22:45:49
446,shafranovo,53.9667,54.7667,34.18,93,100,4.61,RU,2023-04-01 22:45:49
447,henties bay,-22.116,14.2845,59.9,92,5,1.45,NA,2023-04-01 22:45:49
448,araouane,18.9048,-3.5265,79.84,6,0,8.43,ML,2023-04-01 22:45:49
449,williston,48.147,-103.618,45.34,100,91,6.64,US,2023-04-01 22:45:49
450,siguiri,11.6667,-9.5,90.14,19,89,3.67,GN,2023-04-01 22:45:49
451,san felipe,10.3399,-68.7425,71.37,93,98,5.75,VE,2023-04-01 22:45:49
452,ocampo,21.65,-101.5,79.5,19,86,2.44,MX,2023-04-01 22:45:49
453,karatuzskoye,53.6072,92.8667,5.83,94,24,2.46,RU,2023-04-01 22:45:49
454,dakar,14.6937,-17.4441,79.68,71,0,2.28,SN,2023-04-01 22:45:49
455,piriyapatna,12.3397,76.0992,65.95,75,26,2.77,IN,2023-04-01 22:45:49
456,senneterre,48.3835,-77.2328,17.74,86,100,15.9,CA,2023-04-01 22:42:19
457,hofn,64.2539,-15.2082,38.61,65,0,8.55,IS,2023-04-01 22:45:49
458,pital,2.2665,-75.8044,72.97,80,47,5.14,CO,2023-04-01 22:45:49
459,broken hill,-31.95,141.4333,56.25,48,0,11.79,AU,2023-04-01 22:45:49
460,raton,36.9034,-104.4391,65.01,5,0,25.32,US,2023-04-01 22:45:50
461,catemaco,18.4167,-95.1167,82.76,46,15,8.23,MX,2023-04-01 22:45:50
462,pryozerne,45.2698,36.3303,45.82,78,100,17.74,UA,2023-04-01 22:45:50
463,necochea,-38.5473,-58.7368,58.98,52,62,9.66,AR,2023-04-01 22:45:50
464,zharkent,44.1628,80.0,39.2,32,0,1.77,KZ,2023-04-01 22:45:50
465,rorvik,64.8621,11.2373,26.71,68,28,1.14,NO,2023-04-01 22:45:50
466,nerchinskiy zavod,51.3088,119.61,30.99,85,100,9.46,RU,2023-04-01 22:45:50
467,kloulklubed,7.0419,134.2556,77.5,72,75,1.9,PW,2023-04-01 22:45:50
468,asyut,27.181,31.1837,60.98,36,0,7.29,EG,2023-04-01 22:45:50
469,royan,45.6285,-1.0281,51.85,90,8,12.44,FR,2023-04-01 22:45:50
470,cacoal,-11.4386,-61.4472,73.92,96,87,3.67,BR,2023-04-01 22:45:50
471,alyangula,-13.8483,136.4192,82.96,71,47,4.72,AU,2023-04-01 22:45:50
472,brewster,41.3973,-73.6171,67.26,61,24,5.01,US,2023-04-01 22:45:50
473,bella union,-30.2752,-57.6007,61.36,62,0,4.99,UY,2023-04-01 22:45:50
474,hirara,24.8,125.2833,69.66,77,20,14.97,JP,2023-04-01 22:45:50
475,vinh,18.6667,105.6667,73.45,97,31,0.67,VN,2023-04-01 22:45:51
476,vagur,61.4732,-6.8119,42.12,86,100,18.95,FO,2023-04-01 22:45:51
477,cuervos,32.6314,-114.8556,79.72,9,4,7.72,MX,2023-04-01 22:45:51
478,hoquiam,46.9809,-123.8893,50.95,72,40,18.41,US,2023-04-01 22:45:51
479,banyuwangi,-8.2325,114.3576,75.49,87,100,0.98,ID,2023-04-01 22:45:51
480,hudiksvall,61.729,17.1036,28.85,87,39,4.7,SE,2023-04-01 22:45:51
481,batagay-alyta,67.8006,130.4114,-15.65,81,7,4.29,RU,2023-04-01 22:45:51
482,ankang,32.68,109.0172,60.6,79,52,4.34,CN,2023-04-01 22:45:51
483,birao,10.2849,22.7882,74.39,15,19,5.99,CF,2023-04-01 22:45:51
484,antipovka,49.8299,45.3122,46.0,59,100,5.26,RU,2023-04-01 22:45:51
485,nokaneng,-19.6667,22.2667,70.7,55,8,5.21,BW,2023-04-01 22:45:51
486,kungurtug,50.5994,97.5228,3.87,98,100,1.16,RU,2023-04-01 22:45:51
487,garowe,8.4054,48.4845,78.67,66,21,11.68,SO,2023-04-01 22:45:51
488,deputatskiy,69.3,139.9,-15.14,95,52,4.21,RU,2023-04-01 22:45:51
489,viedma,-40.8135,-62.9967,67.15,28,83,9.66,AR,2023-04-01 22:45:51
490,wageningen,51.9667,5.6667,46.11,94,100,17.27,NL,2023-04-01 22:45:51
491,whitehorse,60.7161,-135.0538,35.1,65,75,16.11,CA,2023-04-01 22:45:22
492,belaya gora,68.5333,146.4167,-8.91,86,81,2.86,RU,2023-04-01 22:45:52
493,longhua,23.6137,114.1919,68.94,99,100,1.23,CN,2023-04-01 22:45:52
494,sorland,67.667,12.6934,35.46,56,17,8.9,NO,2023-04-01 22:45:52
495,saint-louis,16.3333,-15.0,87.76,6,0,11.45,SN,2023-04-01 22:45:52
496,kholodnyy,62.7167,147.95,15.13,91,100,1.14,RU,2023-04-01 22:45:52
497,tual,-5.6667,132.75,81.7,75,100,5.35,ID,2023-04-01 22:45:52
498,abu zabad,12.35,29.25,72.73,10,92,10.85,SD,2023-04-01 22:45:52
499,svetlaya,46.5389,138.3297,38.35,63,5,5.14,RU,2023-04-01 22:45:52
500,tukrah,32.5341,20.5791,64.2,31,16,11.5,LY,2023-04-01 22:45:52
501,porto novo,6.4965,2.6036,84.02,79,93,7.9,BJ,2023-04-01 22:44:29
502,semey,50.4111,80.2275,21.29,48,5,17.47,KZ,2023-04-01 22:43:57
503,calvinia,-31.4707,19.776,70.88,22,0,5.08,ZA,2023-04-01 22:45:52
504,ayagoz,47.9714,80.4392,12.78,70,0,14.05,KZ,2023-04-01 22:45:52
505,angouleme,45.65,0.15,45.03,86,20,4.61,FR,2023-04-01 22:43:08
506,lagoa,39.05,-27.9833,60.49,92,84,25.66,PT,2023-04-01 22:45:52
507,richards bay,-28.783,32.0377,68.85,94,41,3.87,ZA,2023-04-01 22:45:52
508,banda aceh,5.5577,95.3222,78.66,80,76,6.89,ID,2023-04-01 22:45:52
509,ritchie,-29.038,24.6028,67.21,37,26,6.49,ZA,2023-04-01 22:45:52
510,agadez,19.75,10.25,68.85,6,1,7.87,NE,2023-04-01 22:45:53
511,daru,-9.0763,143.2092,82.04,80,61,3.67,PG,2023-04-01 22:45:53
512,gamba,-2.65,10.0,74.66,91,98,4.43,GA,2023-04-01 22:45:53
513,beloha,-25.1667,45.05,72.75,86,99,8.77,MG,2023-04-01 22:45:53
514,coihaique,-45.5752,-72.0662,53.55,50,40,6.91,CL,2023-04-01 22:44:18
515,kudahuvadhoo,2.6708,72.8944,81.54,73,49,4.45,MV,2023-04-01 22:45:53
516,la libertad,-2.2333,-80.9,82.06,89,75,14.97,EC,2023-04-01 22:41:21
517,luena,-11.7833,19.9167,61.09,98,100,2.06,AO,2023-04-01 22:45:53
518,pontianak,-0.0333,109.3333,75.18,94,20,0.0,ID,2023-04-01 22:45:53
519,vostok,46.4856,135.8833,38.79,51,42,2.28,RU,2023-04-01 22:45:53
520,yantal,56.8471,105.2542,-4.68,100,85,1.63,RU,2023-04-01 22:45:53
521,saint-joseph,-21.3667,55.6167,74.46,83,28,9.95,RE,2023-04-01 22:45:53
522,kirkenaer,60.4564,12.0582,22.82,99,65,2.46,NO,2023-04-01 22:45:53
523,gorontalo,0.5412,123.0595,75.9,93,100,3.15,ID,2023-04-01 22:45:53
524,elizabeth city,36.2946,-76.2511,78.82,59,20,24.16,US,2023-04-01 22:45:53
525,lubango,-14.9172,13.4925,58.5,98,94,1.52,AO,2023-04-01 22:44:48
526,media luna,20.1419,-77.435,81.3,66,1,8.99,CU,2023-04-01 22:45:53
527,baykit,61.67,96.37,-10.12,100,91,2.04,RU,2023-04-01 22:45:54
528,mpika,-11.8343,31.4529,57.96,98,100,2.37,ZM,2023-04-01 22:45:54
529,nola,40.922,14.5329,57.06,80,83,3.87,IT,2023-04-01 22:45:54
530,demyansk,57.643,32.466,34.21,98,100,3.44,RU,2023-04-01 22:45:54
531,kabare,-2.4683,28.8242,58.57,96,70,0.47,CD,2023-04-01 22:45:54
532,ust-omchug,61.15,149.6333,21.15,92,97,6.93,RU,2023-04-01 22:45:54
533,donskoye,45.4552,41.9741,37.53,63,97,6.67,RU,2023-04-01 22:45:54
534,anloga,5.7947,0.8973,82.22,80,95,12.15,GH,2023-04-01 22:45:54
535,emmett,43.8735,-116.4993,47.57,65,100,1.01,US,2023-04-01 22:45:54
536,isangel,-19.55,169.2667,84.61,68,5,4.16,VU,2023-04-01 22:45:54
537,chumphon,10.3333,98.8333,69.31,93,37,0.36,TH,2023-04-01 22:45:54
538,tabou,4.423,-7.3528,79.3,88,17,5.35,CI,2023-04-01 22:45:54
539,collie,-33.3667,116.15,54.99,96,10,3.76,AU,2023-04-01 22:45:54
540,podari,44.25,23.7833,49.57,86,75,16.11,RO,2023-04-01 22:45:54
541,saint-francois,46.4154,3.9054,45.84,89,75,6.91,FR,2023-04-01 22:45:54
542,consett,54.854,-1.8316,41.25,90,100,4.9,GB,2023-04-01 22:45:54
543,progreso,21.2833,-89.6667,95.11,74,12,18.39,MX,2023-04-01 22:45:54
544,la peca,-5.6111,-78.435,72.32,81,100,4.14,PE,2023-04-01 22:45:54
545,kuito,-12.3833,16.9333,58.6,96,100,4.81,AO,2023-04-01 22:45:55
546,opuwo,-18.0607,13.84,67.87,46,93,5.46,NA,2023-04-01 22:45:55
547,prince george,53.9166,-122.753,44.29,40,40,4.0,CA,2023-04-01 22:41:37
548,turinsk,58.0458,63.696,33.37,85,99,8.39,RU,2023-04-01 22:45:55
549,pyu,18.4833,96.4333,73.74,81,52,3.87,MM,2023-04-01 22:45:55
550,katete,-0.7818,29.7544,60.12,90,98,3.02,UG,2023-04-01 22:45:55
551,shingu,33.7333,135.9833,61.95,76,100,13.04,JP,2023-04-01 22:45:55
552,tavistock,50.5494,-4.1442,46.65,93,31,4.0,GB,2023-04-01 22:45:55
553,snezhnogorsk,69.1933,33.2531,24.58,80,100,18.3,RU,2023-04-01 22:45:55
554,khandyga,62.6667,135.6,-0.09,92,98,4.92,RU,2023-04-01 22:45:55
555,joensuu,62.6012,29.7632,19.89,58,0,4.61,FI,2023-04-01 22:45:56
556,oparino,59.8518,48.2783,28.94,97,68,5.79,RU,2023-04-01 22:45:56
557,paita,-5.0892,-81.1144,81.81,74,94,10.74,PE,2023-04-01 22:45:56
558,saint anthony,45.0205,-93.218,38.82,56,0,6.91,US,2023-04-01 22:45:56
559,butajira,8.1167,38.3667,56.26,90,97,7.52,ET,2023-04-01 22:45:56
560,novyy urengoy,66.0833,76.6333,32.74,98,100,17.65,RU,2023-04-01 22:45:56
561,porgera,-5.4667,143.2,52.48,73,18,0.6,PG,2023-04-01 22:45:56
562,kasongo,-4.45,26.6667,66.85,96,73,2.17,CD,2023-04-01 22:45:56
563,sembakung,3.8167,117.25,73.47,99,100,0.89,ID,2023-04-01 22:45:56
564,narsaq,60.9167,-46.05,28.62,77,57,8.72,GL,2023-04-01 22:45:56
565,tessalit,20.1986,1.0114,77.13,9,0,10.22,ML,2023-04-01 22:45:56
566,talakan,50.3167,130.3667,42.85,57,100,6.64,RU,2023-04-01 22:45:57
567,capreol,46.706,-80.9225,27.07,46,20,23.02,CA,2023-04-01 22:45:57
568,la ronge,55.1001,-105.2842,28.65,59,75,16.11,CA,2023-04-01 22:45:57
569,sola,-13.8833,167.55,82.89,71,68,9.13,VU,2023-04-01 22:45:57
570,murray bridge,-35.1167,139.2667,53.13,60,0,4.47,AU,2023-04-01 22:45:57
571,celestun,20.8667,-90.4,80.96,76,18,17.4,MX,2023-04-01 22:45:58
572,komsomolets,53.7453,62.0708,28.65,79,8,9.13,KZ,2023-04-01 22:45:58
573,dawlatabad,36.4141,64.9053,65.19,54,53,3.6,AF,2023-04-01 22:45:59
574,cerveteri,41.9926,12.0924,55.27,92,22,5.19,IT,2023-04-01 22:45:59
575,trudobelikovskiy,45.2686,38.1631,40.64,57,31,7.0,RU,2023-04-01 22:45:59
576,mehamn,71.0357,27.8492,26.51,86,100,31.07,NO,2023-04-01 22:45:59
577,terrace,54.5163,-128.6035,39.11,75,75,4.61,CA,2023-04-01 22:45:59
578,buraydah,26.326,43.975,66.65,20,53,6.71,SA,2023-04-01 22:45:22
579,kozhva,65.1073,57.0459,30.11,97,100,7.25,RU,2023-04-01 22:45:59
